salary,age,elevel,car,zipcode,credit,brand
77468.8675,65,4,20,8,247147.0116,1
68054.64082,61,1,20,3,277300.5101,0
20000,41,0,10,2,485644.5931,1
95047.9237,79,4,8,2,329922.743,1
130455.1561,56,4,20,1,92299.37273,1
105758.7208,75,1,15,1,1482.385897,1
69861.26466,80,1,15,0,146050.3559,0
95688.25285,29,2,13,3,247280.5348,0
140323.7074,33,1,20,2,135551.9597,1
68053.3894,44,4,18,2,144930.6728,1
139193.2134,69,0,13,4,0,1
150000,56,1,7,4,373050.1477,1
101445.0105,23,2,15,2,243688.7018,1
77597.74445,54,2,11,7,210081.964,0
54661.19921,32,0,18,7,168218.3817,0
81407.64171,31,4,14,8,329644.3365,0
67176.56667,21,0,5,1,348279.437,0
142005.0501,47,2,6,8,109404.8217,1
103158.6319,44,1,5,0,244790.5043,0
58555.51104,62,2,19,3,389687.1404,0
50388.49414,41,0,3,5,459917.5741,1
31488.72297,39,0,18,5,180817.9448,1
48536.88348,22,2,8,1,46120.3939,1
59742.60873,25,0,17,5,440156.7453,0
98737.84065,65,3,18,3,208253.8972,1
44863.38388,70,4,15,3,153945.3747,0
48777.81068,28,0,15,7,500000,0
59331.00983,70,3,4,2,152312.8766,0
127367.2236,78,0,11,2,252011.5877,1
121775.8335,30,1,11,8,0,1
138178.8772,53,4,20,3,102848.1931,1
58211.01619,60,1,1,7,498816.7148,0
127287.1331,28,1,17,2,96898.41995,1
44057.64317,68,4,12,6,410260.7621,0
54394.40177,28,4,7,4,463516.5896,0
68668.61837,29,0,8,4,426409.1721,0
93055.2053,45,3,3,8,44131.25215,0
74272.1252,38,2,6,2,27119.69087,0
68366.51769,43,4,14,2,355413.1987,1
90626.79709,24,4,3,0,288700.3295,0
31242.4138,77,4,8,5,70410.16331,0
130119.761,46,0,1,1,277130.0322,1
41786.0207,30,4,16,2,121711.702,1
52138.16018,49,2,15,5,298294.8226,1
86882.99922,26,1,3,7,500000,0
49480.10439,63,3,8,4,95135.23405,0
105369.2255,40,3,4,4,36805.24678,0
107882.1445,20,2,7,1,64060.67396,1
79393.77022,51,3,4,5,327541.1979,0
110097.7753,79,4,12,5,282891.0917,1
107887.4497,42,3,3,3,106710.7235,0
96160.32369,61,2,6,3,328170.5307,1
61926.03154,62,2,2,2,353903.9806,0
89248.67214,42,4,15,0,453443.3871,0
120689.9804,34,4,6,1,370293.4318,1
73906.88111,32,4,17,8,499164.3429,0
30284.09299,22,4,13,7,280717.2947,1
109093.4971,78,2,11,0,290646.7968,1
97601.6357,71,2,17,0,419576.2768,1
106770.4341,73,0,17,3,22987.74052,1
75378.26838,49,0,19,6,92529.98293,1
101945.0692,49,1,2,5,423675.1601,0
61634.36353,40,0,16,0,193099.202,0
87590.62225,26,1,4,8,492069.2417,0
73026.74521,25,4,14,3,56413.10219,0
115456.8145,69,2,19,1,402206.1683,1
51667.38702,70,2,1,8,347967.0229,0
127191.5922,39,0,18,1,166839.0287,1
134265.5064,64,0,14,6,216715.7577,1
77252.30572,30,1,14,6,369266.2609,0
32157.30871,40,3,8,8,427414.4693,1
101426.2983,20,4,15,1,144685.8191,1
31327.01506,37,3,14,5,244495.5525,1
91331.60101,70,3,16,5,317889.0442,1
119657.7762,31,1,7,4,232172.259,1
59217.17824,58,0,10,2,173339.5829,0
128632.2041,33,3,18,4,49848.98053,1
23368.89826,51,3,1,3,442672.5687,1
20000,34,4,18,3,134710.0769,1
101699.427,67,0,4,2,166498.081,1
130758.152,74,3,16,6,170660.5457,1
104663.798,77,1,19,2,309124.8861,1
63922.48979,34,4,11,3,389379.4122,0
140924.8071,80,2,3,0,299265.7607,1
39443.5188,20,3,20,8,146688.4045,1
78378.65633,42,2,7,1,203090.9077,0
106795.6744,58,2,4,8,137897.6149,1
33148.32585,70,2,2,1,436216.7408,0
140087.6923,78,2,2,5,360342.8861,1
140612.5067,50,2,13,6,276639.7362,1
72867.35203,67,4,10,5,301189.2593,1
94564.46832,34,1,5,2,407331.4248,0
115429.476,57,0,1,4,145421.5062,0
55620.66204,71,4,17,6,477419.175,0
33347.36033,70,0,14,6,482101.269,0
39214.95888,46,2,12,5,251382.0715,1
52866.81021,73,1,6,5,61389.59241,0
24178.67841,75,2,8,2,75488.25598,0
45116.38819,28,4,16,6,281700.2304,1
27562.06748,27,1,17,1,156619.7207,1
127504.2488,47,4,6,5,422383.8784,1
35821.31543,58,2,11,3,327520.885,1
86313.61526,63,0,19,5,457528.8196,1
150000,80,1,19,3,249547.659,1
129134.939,23,3,4,7,166516.1563,1
111867.2446,48,0,18,5,307842.5284,0
117098.6279,35,0,14,0,499503.2089,1
51410.89278,65,3,3,4,347975.1063,0
104236.7524,38,4,3,6,48980.45387,1
65666.1086,77,0,8,4,11105.34325,0
110467.0547,79,0,15,5,499205.9892,1
105509.2957,80,4,16,1,337376.1201,1
135012.8618,41,2,17,0,203638.7886,1
133548.1379,80,1,1,1,339518.2798,1
86242.63475,22,4,10,4,206786.4271,0
56309.34769,36,1,9,6,130129.9302,0
27660.54122,32,1,7,1,251119.3738,1
139175.3315,71,0,11,2,166746.0168,1
100577.598,35,2,8,7,288933.1394,1
35053.53208,24,1,16,0,254572.0155,1
136474.7176,74,4,8,4,197450.6893,1
147791.2778,69,0,16,7,255592.9654,1
39644.082,30,3,2,8,463629.845,1
39372.49599,36,0,18,5,350532.37,1
26573.25429,58,0,12,2,253095.6447,1
149630.8909,75,3,3,4,264908.7865,1
72179.50889,20,4,18,5,12750.89578,0
79986.354,49,3,2,6,500000,0
44697.96179,70,3,3,2,195563.4292,0
32394.8929,77,4,7,5,383085.772,0
143742.3542,80,4,11,8,129507.0112,1
129443.8747,43,1,12,6,256947.4255,1
138335.9256,50,1,6,6,0,1
146398.1479,23,3,8,8,256626.6264,1
122047.985,65,0,5,5,480214.2265,1
111228.2913,75,2,9,7,390871.9861,1
148080.6561,25,4,6,8,348060.9535,1
43943.42343,78,3,10,2,140100.8136,0
103863.5228,44,4,17,5,120606.6879,0
65915.23752,71,3,16,6,283638.8152,0
38684.30988,31,4,1,3,326804.9511,1
93678.64998,22,3,11,3,462596.6417,0
35888.77853,59,2,14,0,16701.63707,0
142943.6474,62,3,1,2,222267.6605,1
77634.44653,39,4,16,2,378508.0924,0
30479.86686,32,1,9,1,447580.5806,1
48970.60266,44,4,3,2,500000,1
57425.65076,34,3,16,2,100141.4186,0
33813.23216,32,4,12,4,380759.4711,1
43465.95266,79,3,11,4,305635.7217,0
29502.27521,73,2,18,7,326220.1284,0
33075.38364,64,2,13,8,80936.28401,0
51743.85768,42,2,19,8,233174.5004,1
82071.85363,37,3,14,2,81533.14727,0
135270.97,39,0,15,7,9949.779397,1
142641.5404,41,2,8,7,127900.6,1
126044.3852,26,2,2,1,113170.0659,1
52016.06066,68,4,11,8,193598.5375,0
116184.3174,57,4,20,5,472757.6667,0
120265.442,52,2,18,3,98261.74286,0
21068.60387,67,1,12,0,75248.05204,1
142443.0239,80,3,14,2,217056.5673,1
140838.5331,53,2,12,1,46629.10429,1
22242.57266,48,1,20,4,233237.7063,1
141371.3985,57,2,20,3,6758.350787,1
134775.7078,43,1,17,4,410810.9561,1
106922.9616,46,2,8,3,296361.4239,0
41864.3411,60,3,15,5,58115.38434,1
122989.4859,37,1,20,8,227905.1129,1
99902.58369,71,0,9,4,282061.1136,1
52389.86608,54,0,15,8,430955.7821,1
79392.67683,74,2,1,2,329353.3819,1
50889.06737,20,1,14,4,258743.9115,0
74794.92271,76,4,2,6,412814.9437,1
57894.79151,51,1,5,2,237874.4637,1
135945.736,50,3,13,1,238705.9121,1
96689.21987,54,2,10,3,487481.5287,0
68762.76949,23,3,5,2,114843.3943,0
122551.7236,49,4,6,7,302519.8818,0
75542.84898,43,2,20,4,282457.5975,0
97699.81786,44,0,5,2,247841.0204,0
111351.8974,60,3,14,1,73525.24482,0
89588.20479,57,4,2,8,135932.529,0
55621.78875,27,1,10,2,175872.8005,1
98651.00161,78,2,1,7,41914.95199,1
55803.12968,57,1,19,0,40565.0112,1
135735.9405,57,1,18,7,262196.0391,1
26841.50521,62,2,10,3,87196.19052,0
113979.4842,50,0,15,1,346036.0698,0
48157.01149,29,1,4,7,185975.9986,0
117185.4423,22,4,11,8,459101.3155,1
98307.96132,70,0,3,4,176121.6993,1
94581.28116,53,4,19,6,462672.6022,0
45999.89628,27,1,7,3,457194.7733,1
144319.3392,44,2,1,0,210068.5642,1
128510.2701,25,4,20,0,286141.4123,1
88681.66785,50,0,6,3,482451.3143,0
83085.42169,27,4,14,2,347913.5229,0
44655.18338,48,0,11,0,155636.1568,1
63422.14887,61,3,1,6,61648.92554,0
66195.07727,21,2,1,7,298709.2934,0
59426.49474,40,1,11,5,135368.5119,0
65083.38662,74,0,11,2,185190.7403,0
48500.56561,49,2,13,8,44186.07399,1
133551.7754,32,0,1,5,125096.4503,1
83480.76569,58,4,8,8,258172.6584,0
101616.8309,71,2,19,6,287762.4035,1
40712.90078,56,4,17,8,380280.1481,1
85140.33195,66,4,11,5,355718.3632,1
50684.45393,65,1,8,1,309260.858,0
21918.40956,30,2,10,3,232845.4677,1
35650.34077,37,2,8,5,202044.0247,1
120762.8232,57,0,9,2,161888.201,0
28074.26707,68,2,11,6,336641.3402,0
134369.2194,43,4,17,8,454108.3981,1
72072.6261,74,1,1,5,310383.499,0
33582.74637,41,2,5,4,309469.165,1
52508.98305,41,4,12,7,112719.2392,1
125507.2909,39,2,6,8,432605.7892,1
31456.96591,75,3,6,7,187175.5396,0
57417.5416,67,2,11,8,245629.2758,0
128443.6006,52,0,6,6,365414.5558,1
43844.93066,20,1,7,1,233617.5816,1
77137.16111,63,0,16,6,113683.5695,0
123739.4464,29,3,4,3,224836.8225,1
39736.10098,60,1,18,6,157370.8702,0
44723.7072,63,0,1,7,44446.52063,0
43343.4613,29,2,20,8,52719.67423,1
87155.8692,51,0,7,6,18499.66453,0
55984.0958,59,1,15,1,129109.6003,0
37227.75332,27,1,13,2,283718.7395,1
93365.93752,59,1,13,1,165626.0304,0
39356.94958,45,1,7,8,163175.3107,1
117416.4027,69,2,1,4,88340.45875,1
96194.72257,63,2,18,7,297686.1947,1
86617.35541,49,0,3,5,0,0
24857.23896,67,0,17,1,115343.8228,1
147433.1786,62,0,5,2,305400.2687,1
77488.79907,67,3,9,1,215682.8421,0
123755.2725,46,2,15,7,303085.9041,0
142248.7374,62,3,15,1,121725.7695,1
83675.28827,50,3,16,2,15254.61431,0
53723.67165,42,2,10,2,371135.0093,1
113880.9272,54,1,20,4,236705.3322,0
47344.6611,50,4,10,8,110516.3746,1
122498.2133,57,0,4,7,393515.2137,0
21382.34857,65,1,8,1,434788.3632,1
20358.59768,76,4,16,6,330197.1132,1
50977.2587,67,0,6,4,55907.80182,0
70251.68358,68,1,3,4,181439.2043,0
41934.88511,31,4,18,2,267103.2679,1
104290.6306,40,1,18,4,361985.5942,0
25441.66705,69,2,11,7,0,0
94419.25634,67,2,12,6,205764.289,1
36666.60357,77,0,8,0,8796.513491,0
124819.7593,58,4,6,1,357089.3782,0
115743.3083,72,2,7,3,394712.4933,1
145579.842,60,4,12,7,123743.8056,1
30731.856,67,3,12,6,460325.3039,0
76194.4807,24,2,1,3,386230.8884,0
84485.72201,53,3,16,4,35093.9807,0
69060.41857,62,4,15,4,175509.3498,0
147664.5478,59,0,14,2,259877.2238,1
108134.8989,62,0,17,1,409078.0066,1
106135.5539,64,3,4,0,380742.6539,1
150000,31,0,4,6,369432.2179,1
120488.2833,71,1,16,2,82909.52356,1
70484.28842,64,4,16,3,269514.3115,0
67682.15601,62,2,19,8,124058.8258,0
60052.25932,23,2,13,7,443870.3521,0
88358.0187,35,2,15,4,58007.02864,0
127070.4276,73,3,13,5,204311.8872,1
27113.58906,73,0,7,4,175190.5652,1
67812.00897,61,2,19,0,338751.5348,0
113661.9685,64,0,17,8,48868.13701,1
58703.7816,40,4,17,7,309403.2272,0
136559.1505,62,4,12,6,134969.6053,1
109693.1104,39,2,16,5,236985.5141,0
30520.8201,64,2,3,8,470382.8956,0
32072.89696,65,3,15,8,0,0
101915.9035,78,1,2,1,168794.7936,1
28591.70865,27,0,3,7,123190.8637,1
74424.89987,71,2,14,6,17805.79154,0
43954.30755,41,0,2,0,305835.191,1
140666.1391,74,4,13,3,237007.2206,1
131764.773,39,3,3,6,447096.6712,1
40330.36996,20,0,14,2,395649.5244,1
129555.8395,34,0,19,8,268314.4386,1
111910.5831,32,1,2,0,154482.1602,1
82883.2706,34,3,11,0,484508.3294,0
22464.69303,42,2,15,3,189268.7994,1
75517.19467,35,3,14,7,441590.4132,0
134747.435,31,3,12,6,91338.95486,1
125058.2167,39,4,15,7,45635.5091,0
72930.74497,32,0,12,0,310391.17,0
144729.5232,52,1,12,0,147380.8855,1
35963.65397,39,0,20,1,83010.15218,1
46319.91603,67,0,11,5,23218.8204,0
130084.7315,50,2,18,0,239895.3137,1
66513.32576,55,2,17,8,462989.6786,1
20492.18899,30,4,16,3,207847.6398,1
95347.05695,41,3,1,5,440664.1779,0
58219.96658,36,1,8,5,103387.5698,0
109703.9173,54,2,5,4,50913.20158,0
34268.94607,60,3,13,0,244495.1729,0
74949.90618,57,3,3,6,151914.1405,1
137443.8435,74,3,13,6,298857.295,1
135524.6908,70,3,11,5,375529.3419,1
117943.4244,51,4,9,6,472659.997,0
108041.6603,22,0,18,2,404858.1033,1
150000,23,0,11,8,284343.5281,1
76259.47281,49,2,3,5,62168.75351,1
72386.56674,34,4,17,1,175333.4339,0
137212.2175,74,0,12,3,0,1
20000,32,4,3,2,153224.2065,1
77925.28065,40,3,12,5,168427.8284,0
141473.956,53,4,3,1,229324.1906,1
65435.77839,39,2,8,6,138134.6882,1
86967.12615,46,4,13,2,403122.4687,0
39444.95719,48,3,5,7,55049.58511,1
117416.1721,38,4,19,4,468239.7293,0
82893.42192,71,0,3,4,0,1
103097.3636,24,0,18,5,49993.76398,1
55557.82551,76,3,15,6,49749.83499,0
44813.59928,63,0,15,0,126135.2913,0
81681.68733,76,4,10,2,291713.7229,1
24197.85408,20,3,11,6,130022.3926,1
136610.9443,64,3,12,3,303383.3254,1
40594.40433,50,3,20,1,429041.5292,1
90137.82453,72,3,1,3,500000,1
41055.19292,45,2,5,7,243582.2964,1
46829.85485,61,3,4,4,276588.8442,1
136181.9217,33,2,3,4,118632.1089,1
107338.3972,65,1,7,7,215854.2633,1
48670.76233,23,0,13,8,30936.45077,0
145817.1597,41,4,13,2,166560.9515,1
104734.8604,20,2,8,6,464828.1003,1
25602.69168,57,4,11,8,273511.3618,1
31135.10648,46,4,10,0,265472.0534,1
49669.08461,36,1,12,2,393798.1357,0
146084.4597,31,1,2,2,46249.325,1
67446.92311,27,4,19,8,447767.9247,0
124897.6676,74,3,4,6,417882.4731,1
56617.90663,61,2,7,6,135835.6572,1
139324.845,37,2,16,0,487988.4813,1
44373.43974,56,1,10,2,19996.13603,1
26817.40649,67,2,4,6,135701.7724,0
32388.3192,66,2,4,2,211757.064,0
115964.7441,53,1,15,6,336549.3429,0
119213.681,72,4,17,5,356428.9738,1
25658.91522,52,1,4,7,61896.99447,1
80540.50527,33,0,20,7,404760.2226,0
149735.1894,45,2,1,6,447153.4562,1
142633.7923,78,2,14,5,417128.3901,1
72669.77866,45,0,12,0,325060.7056,0
70914.08815,66,1,7,0,500000,0
22968.37906,55,0,11,1,471949.3255,1
115376.3401,45,2,9,2,420504.2204,0
89600.04692,37,1,20,6,362611.5932,0
20000,29,2,19,5,176410.1049,1
129126.9484,32,3,14,4,236372.4202,1
27117.17518,23,2,3,8,254577.8254,1
128317.1283,48,4,14,7,361202.8463,1
73284.45627,71,0,2,7,355150.5763,0
77848.02182,54,0,3,1,358252.6996,0
130049.0236,53,1,15,1,45908.1934,1
70863.14168,53,1,14,5,475179.2477,0
76156.03008,80,4,15,3,57003.89519,0
137260.1385,32,3,2,1,11433.61391,1
46566.80562,79,4,14,6,294168.6734,0
80753.24842,78,4,19,3,477387.1922,1
34970.73736,29,0,18,0,71451.70164,1
67943.076,72,2,2,2,153466.8671,0
28062.16914,78,4,12,2,139336.4413,0
110809.1493,34,2,12,1,99188.38133,1
50245.84571,46,4,14,6,303771.6116,1
78135.95379,69,0,18,3,199758.5092,1
69063.15202,63,1,3,6,342332.7824,0
106712.4173,77,3,18,4,98341.96063,1
40449.44618,30,2,6,2,12981.22931,1
101672.2933,54,3,15,6,182238.6923,0
76514.17111,34,2,20,2,155711.0036,0
91718.71364,72,3,4,4,336327.5275,1
114053.9422,27,3,5,3,243121.5844,1
94164.95649,42,4,1,1,111020.5218,0
40827.49603,53,1,6,2,218957.0749,1
65202.86578,50,3,7,6,370855.3132,1
36090.44613,77,4,20,4,23231.39832,0
59860.55764,67,4,11,5,275116.5015,0
40710.53773,51,2,14,4,66004.91997,1
128514.3376,68,2,18,7,434086.3914,1
24607.85535,65,0,2,3,486363.0787,1
136027.1927,35,1,13,7,330936.1817,1
43730.98464,58,3,2,5,279438.6263,1
53626.34385,68,0,19,0,215830.6788,0
146582.7532,34,2,12,0,191514.4631,1
32252.30356,28,4,14,3,111620.1248,1
138142.7203,21,1,17,1,467252.662,1
127101.3747,20,2,5,2,63083.16598,1
81121.27129,27,3,19,7,192838.5728,0
142054.1063,38,2,20,4,0,1
129282.8602,63,0,15,6,489610.0856,1
59286.97084,59,1,15,2,262798.9558,0
82826.89722,61,0,4,0,298506.9452,1
90829.11784,38,2,5,2,369929.8723,0
129600.4844,53,1,12,5,203907.9586,1
76515.37756,60,2,5,1,41237.86386,0
20738.6906,46,3,7,5,318337.2736,1
142378.3857,69,0,16,8,138129.2547,1
85376.15896,22,0,6,4,297001.2824,0
68184.77746,45,0,19,5,328082.5,1
47769.74504,21,1,16,0,282781.489,1
70307.39965,31,0,8,0,319848.8619,0
77287.92356,73,3,8,6,215652.5841,0
24383.6758,27,0,9,8,291317.5835,1
107643.1662,44,2,11,1,438997.0341,0
82059.07513,40,2,12,6,461265.5416,0
41714.67173,33,3,13,1,184406.2068,1
51230.19674,60,4,19,2,10941.88757,0
89673.82126,57,4,6,6,424680.4201,0
63661.22623,69,1,5,3,259029.327,0
100595.7219,38,0,1,5,147765.3036,1
78520.15654,43,2,10,1,309563.4174,0
82778.02031,31,3,12,1,313861.0611,0
58112.91548,49,4,1,6,116904.3739,1
67206.96309,45,2,13,6,116232.1015,1
137817.6371,49,3,9,3,360582.15,1
41528.22382,40,4,3,3,299716.8339,1
35253.91009,55,2,11,7,409831.9292,1
125839.9403,75,0,2,4,480736.7026,1
96433.50599,54,4,7,4,225062.4356,0
79240.70055,23,3,10,7,45323.49876,0
30739.59492,73,0,3,1,372064.1992,0
93471.686,29,4,1,2,326958.037,0
30605.23509,67,1,6,0,300380.2076,0
140367.9208,77,0,13,2,129774.2047,1
120825.2149,39,1,10,4,31205.50541,0
79209.1085,55,1,18,5,20353.70741,0
67231.22423,37,3,2,1,263529.0405,0
83343.61783,51,3,11,6,29275.25513,0
122195.0708,64,0,16,1,66612.79795,1
39486.21787,20,0,19,6,33042.08346,1
63687.82015,22,2,18,2,126930.4507,0
47173.16302,51,0,19,6,195950.0044,1
40644.54818,62,1,9,5,382754.7111,0
146647.5363,66,2,9,6,22918.69992,1
70896.28461,79,3,4,6,402424.639,1
47002.35576,49,3,18,0,251361.7726,1
30086.99518,41,0,18,5,301833.1799,1
33216.01089,24,1,3,6,338149.054,1
76191.7023,32,4,2,2,53163.72437,0
104264.1411,80,4,18,5,261806.8295,1
29772.22113,23,0,20,5,498595.1025,1
59453.59689,65,1,4,3,287074.8877,0
107901.0196,47,2,20,3,122459.7707,0
79349.8548,50,4,7,3,225845.8764,0
87339.76022,35,3,17,2,77764.79266,0
67565.30043,29,2,20,3,24548.73934,0
106207.8865,51,4,4,5,295812.1248,0
83917.98181,75,0,16,4,264413.1535,1
23632.85207,28,4,5,6,425511.0411,1
127787.3631,62,4,18,1,94423.17847,1
135364.222,35,4,9,7,130668.1823,1
120117.9155,66,3,18,0,481416.066,1
47910.75531,31,3,12,3,117976.3166,0
